"","iso3c","date","country","Population, female (% of total population)","Population, male (% of total population)","region","income_level","longitude","latitude"
"970","POL","2018","Poland",51.5307073794516,48.4692926205484,"Europe & Central Asia","High income",21.02,52.26
"971","POL","2019","Poland",51.5396696205749,48.4603303794251,"Europe & Central Asia","High income",21.02,52.26
"972","POL","2020","Poland",51.5468217030299,48.4531782969701,"Europe & Central Asia","High income",21.02,52.26
"973","POL","2021","Poland",51.5514167791095,48.4485832208905,"Europe & Central Asia","High income",21.02,52.26
"974","PRI","2015","Puerto Rico",52.1636179318601,47.8363820681399,"Latin America & Caribbean","High income",-66,18.23
"975","PRI","2016","Puerto Rico",52.2443735701487,47.7556264298513,"Latin America & Caribbean","High income",-66,18.23
"976","PRI","2017","Puerto Rico",52.343033863139,47.656966136861,"Latin America & Caribbean","High income",-66,18.23
"977","PRI","2018","Puerto Rico",52.4500937294998,47.5499062705002,"Latin America & Caribbean","High income",-66,18.23
"978","PRI","2019","Puerto Rico",52.5477568040406,47.4522431959594,"Latin America & Caribbean","High income",-66,18.23
"979","PRI","2020","Puerto Rico",52.6181820723983,47.3818179276017,"Latin America & Caribbean","High income",-66,18.23
"980","PRI","2021","Puerto Rico",52.6505120134529,47.3494879865471,"Latin America & Caribbean","High income",-66,18.23
"988","PRT","2015","Portugal",52.644635894674,47.355364105326,"Europe & Central Asia","High income",-9.13552,38.7072
"989","PRT","2016","Portugal",52.689864162068,47.310135837932,"Europe & Central Asia","High income",-9.13552,38.7072
"990","PRT","2017","Portugal",52.7104317265241,47.2895682734759,"Europe & Central Asia","High income",-9.13552,38.7072
"991","PRT","2018","Portugal",52.7119617105452,47.2880382894548,"Europe & Central Asia","High income",-9.13552,38.7072
"992","PRT","2019","Portugal",52.7030137750389,47.2969862249611,"Europe & Central Asia","High income",-9.13552,38.7072
"993","PRT","2020","Portugal",52.6902753996952,47.3097246003048,"Europe & Central Asia","High income",-9.13552,38.7072
"994","PRT","2021","Portugal",52.6753300551155,47.3246699448845,"Europe & Central Asia","High income",-9.13552,38.7072
"995","PRY","2015","Paraguay",49.1139146261497,50.8860853738503,"Latin America & Caribbean","Upper middle income",-57.6362,-25.3005
"996","PRY","2016","Paraguay",49.1226900218623,50.8773099781377,"Latin America & Caribbean","Upper middle income",-57.6362,-25.3005
"997","PRY","2017","Paraguay",49.1356851798834,50.8643148201166,"Latin America & Caribbean","Upper middle income",-57.6362,-25.3005
"998","PRY","2018","Paraguay",49.1516113483061,50.8483886516939,"Latin America & Caribbean","Upper middle income",-57.6362,-25.3005
"999","PRY","2019","Paraguay",49.1686089237504,50.8313910762496,"Latin America & Caribbean","Upper middle income",-57.6362,-25.3005
"1000","PRY","2020","Paraguay",49.1854923848901,50.8145076151099,"Latin America & Caribbean","Upper middle income",-57.6362,-25.3005
"1001","PRY","2021","Paraguay",49.2015738732715,50.7984261267285,"Latin America & Caribbean","Upper middle income",-57.6362,-25.3005
"1009","PYF","2015","French Polynesia",49.2283583346453,50.7716416653547,"East Asia & Pacific","High income",-149.57,-17.535
"1010","PYF","2016","French Polynesia",49.2767029893363,50.7232970106637,"East Asia & Pacific","High income",-149.57,-17.535
"1011","PYF","2017","French Polynesia",49.3067929940458,50.6932070059542,"East Asia & Pacific","High income",-149.57,-17.535
"1012","PYF","2018","French Polynesia",49.3245652260033,50.6754347739968,"East Asia & Pacific","High income",-149.57,-17.535
"1013","PYF","2019","French Polynesia",49.3377732423868,50.6622267576132,"East Asia & Pacific","High income",-149.57,-17.535
"1014","PYF","2020","French Polynesia",49.3560077464187,50.6439922535813,"East Asia & Pacific","High income",-149.57,-17.535
"1015","PYF","2021","French Polynesia",49.3788358215294,50.6211641784706,"East Asia & Pacific","High income",-149.57,-17.535
"1016","QAT","2015","Qatar",23.9894407313693,76.0105592686307,"Middle East & North Africa","High income",51.5082,25.2948
"1017","QAT","2016","Qatar",24.1660667146628,75.8339332853372,"Middle East & North Africa","High income",51.5082,25.2948
"1018","QAT","2017","Qatar",24.3325661616742,75.6674338383258,"Middle East & North Africa","High income",51.5082,25.2948
"1019","QAT","2018","Qatar",24.4952873836765,75.5047126163235,"Middle East & North Africa","High income",51.5082,25.2948
"1020","QAT","2019","Qatar",24.665695175015,75.334304824985,"Middle East & North Africa","High income",51.5082,25.2948
"1021","QAT","2020","Qatar",24.8493609990767,75.1506390009233,"Middle East & North Africa","High income",51.5082,25.2948
"1022","QAT","2021","Qatar",25.0420402631065,74.9579597368935,"Middle East & North Africa","High income",51.5082,25.2948
"1023","ROU","2015","Romania",51.3185776671952,48.6814223328048,"Europe & Central Asia","High income",26.0979,44.4479
"1024","ROU","2016","Romania",51.31469144708,48.68530855292,"Europe & Central Asia","High income",26.0979,44.4479
"1025","ROU","2017","Romania",51.3247555226258,48.6752444773742,"Europe & Central Asia","High income",26.0979,44.4479
"1026","ROU","2018","Romania",51.343743063071,48.656256936929,"Europe & Central Asia","High income",26.0979,44.4479
"1027","ROU","2019","Romania",51.3632740804102,48.6367259195898,"Europe & Central Asia","High income",26.0979,44.4479
"1028","ROU","2020","Romania",51.3771357692678,48.6228642307322,"Europe & Central Asia","High income",26.0979,44.4479
"1029","ROU","2021","Romania",51.3838726224884,48.6161273775116,"Europe & Central Asia","High income",26.0979,44.4479
"1030","RUS","2015","Russian Federation",53.6701536949404,46.3298463050596,"Europe & Central Asia","Upper middle income",37.6176,55.7558
"1031","RUS","2016","Russian Federation",53.6696480987893,46.3303519012107,"Europe & Central Asia","Upper middle income",37.6176,55.7558
"1032","RUS","2017","Russian Federation",53.6665953160161,46.3334046839839,"Europe & Central Asia","Upper middle income",37.6176,55.7558
"1033","RUS","2018","Russian Federation",53.6617623581325,46.3382376418675,"Europe & Central Asia","Upper middle income",37.6176,55.7558
"1034","RUS","2019","Russian Federation",53.6560686726866,46.3439313273134,"Europe & Central Asia","Upper middle income",37.6176,55.7558
"1035","RUS","2020","Russian Federation",53.6502214761339,46.3497785238661,"Europe & Central Asia","Upper middle income",37.6176,55.7558
"1036","RUS","2021","Russian Federation",53.6445029868752,46.3554970131248,"Europe & Central Asia","Upper middle income",37.6176,55.7558
"1037","RWA","2015","Rwanda",50.8961598076746,49.1038401923254,"Sub-Saharan Africa","Low income",30.0587,-1.95325
"1038","RWA","2016","Rwanda",50.8829892014014,49.1170107985986,"Sub-Saharan Africa","Low income",30.0587,-1.95325
"1039","RWA","2017","Rwanda",50.871524485517,49.128475514483,"Sub-Saharan Africa","Low income",30.0587,-1.95325
"1040","RWA","2018","Rwanda",50.8610613471713,49.1389386528287,"Sub-Saharan Africa","Low income",30.0587,-1.95325
"1041","RWA","2019","Rwanda",50.8504278709534,49.1495721290466,"Sub-Saharan Africa","Low income",30.0587,-1.95325
"1042","RWA","2020","Rwanda",50.839034484388,49.160965515612,"Sub-Saharan Africa","Low income",30.0587,-1.95325
"1043","RWA","2021","Rwanda",50.8267416823253,49.1732583176747,"Sub-Saharan Africa","Low income",30.0587,-1.95325
"1044","SAU","2015","Saudi Arabia",43.1202557211316,56.8797442788684,"Middle East & North Africa","High income",46.6977,24.6748
"1045","SAU","2016","Saudi Arabia",42.9119467992346,57.0880532007654,"Middle East & North Africa","High income",46.6977,24.6748
"1046","SAU","2017","Saudi Arabia",42.6754022658344,57.3245977341656,"Middle East & North Africa","High income",46.6977,24.6748
"1047","SAU","2018","Saudi Arabia",42.445847976176,57.554152023824,"Middle East & North Africa","High income",46.6977,24.6748
"1048","SAU","2019","Saudi Arabia",42.2690947720575,57.7309052279425,"Middle East & North Africa","High income",46.6977,24.6748
"1049","SAU","2020","Saudi Arabia",42.1744559430873,57.8255440569127,"Middle East & North Africa","High income",46.6977,24.6748
"1050","SAU","2021","Saudi Arabia",42.1712202481673,57.8287797518327,"Middle East & North Africa","High income",46.6977,24.6748
"1051","SDN","2015","Sudan",50.0690101942917,49.9309898057083,"Sub-Saharan Africa","Low income",32.5363,15.5932
"1052","SDN","2016","Sudan",50.0589410615233,49.9410589384767,"Sub-Saharan Africa","Low income",32.5363,15.5932
"1053","SDN","2017","Sudan",50.0520245827118,49.9479754172882,"Sub-Saharan Africa","Low income",32.5363,15.5932
"1054","SDN","2018","Sudan",50.047414530166,49.952585469834,"Sub-Saharan Africa","Low income",32.5363,15.5932
"1055","SDN","2019","Sudan",50.0435904904831,49.9564095095169,"Sub-Saharan Africa","Low income",32.5363,15.5932
"1056","SDN","2020","Sudan",50.0395434186143,49.9604565813857,"Sub-Saharan Africa","Low income",32.5363,15.5932
"1057","SDN","2021","Sudan",50.0354347138083,49.9645652861917,"Sub-Saharan Africa","Low income",32.5363,15.5932
"1058","SEN","2015","Senegal",51.3700839252458,48.6299160747542,"Sub-Saharan Africa","Lower middle income",-17.4734,14.7247
"1059","SEN","2016","Senegal",51.3482096325118,48.6517903674882,"Sub-Saharan Africa","Lower middle income",-17.4734,14.7247
"1060","SEN","2017","Senegal",51.3158657619509,48.6841342380491,"Sub-Saharan Africa","Lower middle income",-17.4734,14.7247
"1061","SEN","2018","Senegal",51.2773297682071,48.7226702317929,"Sub-Saharan Africa","Lower middle income",-17.4734,14.7247
"1062","SEN","2019","Senegal",51.237994099542,48.762005900458,"Sub-Saharan Africa","Lower middle income",-17.4734,14.7247
"1063","SEN","2020","Senegal",51.2015100397577,48.7984899602423,"Sub-Saharan Africa","Lower middle income",-17.4734,14.7247
"1064","SEN","2021","Senegal",51.168710167322,48.831289832678,"Sub-Saharan Africa","Lower middle income",-17.4734,14.7247
"1065","SGP","2015","Singapore",47.6679333843931,52.3320666156069,"East Asia & Pacific","High income",103.85,1.28941
"1066","SGP","2016","Singapore",47.6651175131,52.3348824869,"East Asia & Pacific","High income",103.85,1.28941
"1067","SGP","2017","Singapore",47.6618777507243,52.3381222492757,"East Asia & Pacific","High income",103.85,1.28941
"1068","SGP","2018","Singapore",47.6581254061005,52.3418745938995,"East Asia & Pacific","High income",103.85,1.28941
"1069","SGP","2019","Singapore",47.6559879386866,52.3440120613134,"East Asia & Pacific","High income",103.85,1.28941
"1070","SGP","2020","Singapore",47.6567955075455,52.3432044924545,"East Asia & Pacific","High income",103.85,1.28941
"1071","SGP","2021","Singapore",47.6592267789829,52.3407732210171,"East Asia & Pacific","High income",103.85,1.28941
"1072","SLB","2015","Solomon Islands",49.1692545425304,50.8307454574696,"East Asia & Pacific","Lower middle income",159.949,-9.42676
"1073","SLB","2016","Solomon Islands",49.1616594396857,50.8383405603143,"East Asia & Pacific","Lower middle income",159.949,-9.42676
"1074","SLB","2017","Solomon Islands",49.1571152304137,50.8428847695863,"East Asia & Pacific","Lower middle income",159.949,-9.42676
"1075","SLB","2018","Solomon Islands",49.1546374698249,50.8453625301751,"East Asia & Pacific","Lower middle income",159.949,-9.42676
"1076","SLB","2019","Solomon Islands",49.1532812497667,50.8467187502333,"East Asia & Pacific","Lower middle income",159.949,-9.42676
"1077","SLB","2020","Solomon Islands",49.1522512003587,50.8477487996413,"East Asia & Pacific","Lower middle income",159.949,-9.42676
"1078","SLB","2021","Solomon Islands",49.1513434044276,50.8486565955724,"East Asia & Pacific","Lower middle income",159.949,-9.42676
"1079","SLE","2015","Sierra Leone",50.1687904852111,49.8312095147889,"Sub-Saharan Africa","Low income",-13.2134,8.4821
"1080","SLE","2016","Sierra Leone",50.1534484419512,49.8465515580488,"Sub-Saharan Africa","Low income",-13.2134,8.4821
"1081","SLE","2017","Sierra Leone",50.1373920050232,49.8626079949768,"Sub-Saharan Africa","Low income",-13.2134,8.4821
"1082","SLE","2018","Sierra Leone",50.1212721477712,49.8787278522288,"Sub-Saharan Africa","Low income",-13.2134,8.4821
"1083","SLE","2019","Sierra Leone",50.1056352404333,49.8943647595667,"Sub-Saharan Africa","Low income",-13.2134,8.4821
"1084","SLE","2020","Sierra Leone",50.0909303452369,49.909069654763,"Sub-Saharan Africa","Low income",-13.2134,8.4821
"1085","SLE","2021","Sierra Leone",50.0772784048037,49.9227215951963,"Sub-Saharan Africa","Low income",-13.2134,8.4821
"1086","SLV","2015","El Salvador",52.9775161613509,47.0224838386491,"Latin America & Caribbean","Lower middle income",-89.2073,13.7034
"1087","SLV","2016","El Salvador",53.0266575437251,46.9733424562749,"Latin America & Caribbean","Lower middle income",-89.2073,13.7034
"1088","SLV","2017","El Salvador",53.0721382365151,46.9278617634849,"Latin America & Caribbean","Lower middle income",-89.2073,13.7034
"1089","SLV","2018","El Salvador",53.1140024358563,46.8859975641437,"Latin America & Caribbean","Lower middle income",-89.2073,13.7034
"1090","SLV","2019","El Salvador",53.1520945836013,46.8479054163987,"Latin America & Caribbean","Lower middle income",-89.2073,13.7034
"1091","SLV","2020","El Salvador",53.1864029498932,46.8135970501068,"Latin America & Caribbean","Lower middle income",-89.2073,13.7034
"1092","SLV","2021","El Salvador",53.2170131165145,46.7829868834855,"Latin America & Caribbean","Lower middle income",-89.2073,13.7034
"1093","SOM","2015","Somalia",50.114124571906,49.885875428094,"Sub-Saharan Africa","Low income",45.3254,2.07515
"1094","SOM","2016","Somalia",50.1221270672762,49.8778729327238,"Sub-Saharan Africa","Low income",45.3254,2.07515
"1095","SOM","2017","Somalia",50.1283452479974,49.8716547520026,"Sub-Saharan Africa","Low income",45.3254,2.07515
"1096","SOM","2018","Somalia",50.1333502129666,49.8666497870334,"Sub-Saharan Africa","Low income",45.3254,2.07515
"1097","SOM","2019","Somalia",50.1376489632197,49.8623510367803,"Sub-Saharan Africa","Low income",45.3254,2.07515
"1098","SOM","2020","Somalia",50.1417113801804,49.8582886198196,"Sub-Saharan Africa","Low income",45.3254,2.07515
"1099","SOM","2021","Somalia",50.14558513402,49.85441486598,"Sub-Saharan Africa","Low income",45.3254,2.07515
"1100","SRB","2015","Serbia",50.983650935469,49.016349064531,"Europe & Central Asia","Upper middle income",20.4656,44.8024
"1101","SRB","2016","Serbia",50.9882636735663,49.0117363264337,"Europe & Central Asia","Upper middle income",20.4656,44.8024
"1102","SRB","2017","Serbia",50.9946800673143,49.0053199326857,"Europe & Central Asia","Upper middle income",20.4656,44.8024
"1103","SRB","2018","Serbia",51.002522964154,48.997477035846,"Europe & Central Asia","Upper middle income",20.4656,44.8024
"1104","SRB","2019","Serbia",51.0108036407626,48.9891963592374,"Europe & Central Asia","Upper middle income",20.4656,44.8024
"1105","SRB","2020","Serbia",51.0190022855848,48.9809977144152,"Europe & Central Asia","Upper middle income",20.4656,44.8024
"1106","SRB","2021","Serbia",51.0267320199592,48.9732679800408,"Europe & Central Asia","Upper middle income",20.4656,44.8024
"1107","SSD","2015","South Sudan",49.9751998407564,50.0248001592436,"Sub-Saharan Africa","Low income",31.6,4.85
"1108","SSD","2016","South Sudan",49.9686776484142,50.0313223515858,"Sub-Saharan Africa","Low income",31.6,4.85
"1109","SSD","2017","South Sudan",49.9623674727384,50.0376325272616,"Sub-Saharan Africa","Low income",31.6,4.85
"1110","SSD","2018","South Sudan",49.9563043621658,50.0436956378342,"Sub-Saharan Africa","Low income",31.6,4.85
"1111","SSD","2019","South Sudan",49.9505248273522,50.0494751726478,"Sub-Saharan Africa","Low income",31.6,4.85
"1112","SSD","2020","South Sudan",49.9450629901796,50.0549370098204,"Sub-Saharan Africa","Low income",31.6,4.85
"1113","SSD","2021","South Sudan",49.940064370067,50.059935629933,"Sub-Saharan Africa","Low income",31.6,4.85
"1114","STP","2015","Sao Tome and Principe",49.9736761616334,50.0263238383666,"Sub-Saharan Africa","Lower middle income",6.6071,0.20618
"1115","STP","2016","Sao Tome and Principe",49.9726898302833,50.0273101697167,"Sub-Saharan Africa","Lower middle income",6.6071,0.20618
"1116","STP","2017","Sao Tome and Principe",49.9676462918787,50.0323537081213,"Sub-Saharan Africa","Lower middle income",6.6071,0.20618
"1117","STP","2018","Sao Tome and Principe",49.9635126426324,50.0364873573676,"Sub-Saharan Africa","Lower middle income",6.6071,0.20618
"1118","STP","2019","Sao Tome and Principe",49.9595439157769,50.0404560842231,"Sub-Saharan Africa","Lower middle income",6.6071,0.20618
"1119","STP","2020","Sao Tome and Principe",49.9568810144141,50.0431189855859,"Sub-Saharan Africa","Lower middle income",6.6071,0.20618
"1120","STP","2021","Sao Tome and Principe",49.9565731272721,50.0434268727279,"Sub-Saharan Africa","Lower middle income",6.6071,0.20618
"1121","SUR","2015","Suriname",49.6875536542094,50.3124463457907,"Latin America & Caribbean","Upper middle income",-55.1679,5.8232
"1122","SUR","2016","Suriname",49.6975479878134,50.3024520121866,"Latin America & Caribbean","Upper middle income",-55.1679,5.8232
"1123","SUR","2017","Suriname",49.7077130452006,50.2922869547994,"Latin America & Caribbean","Upper middle income",-55.1679,5.8232
"1124","SUR","2018","Suriname",49.7170943094202,50.2829056905798,"Latin America & Caribbean","Upper middle income",-55.1679,5.8232
"1125","SUR","2019","Suriname",49.7293429406412,50.2706570593588,"Latin America & Caribbean","Upper middle income",-55.1679,5.8232
"1126","SUR","2020","Suriname",49.7434516240109,50.2565483759891,"Latin America & Caribbean","Upper middle income",-55.1679,5.8232
"1127","SUR","2021","Suriname",49.7592083785346,50.2407916214654,"Latin America & Caribbean","Upper middle income",-55.1679,5.8232
"1128","SVK","2015","Slovak Republic",51.409095642185,48.590904357815,"Europe & Central Asia","High income",17.1073,48.1484
"1129","SVK","2016","Slovak Republic",51.3859516012584,48.6140483987416,"Europe & Central Asia","High income",17.1073,48.1484
"1130","SVK","2017","Slovak Republic",51.3615789414753,48.6384210585247,"Europe & Central Asia","High income",17.1073,48.1484
"1131","SVK","2018","Slovak Republic",51.3383325230785,48.6616674769215,"Europe & Central Asia","High income",17.1073,48.1484
"1132","SVK","2019","Slovak Republic",51.3192750904708,48.6807249095292,"Europe & Central Asia","High income",17.1073,48.1484
"1133","SVK","2020","Slovak Republic",51.3067246338268,48.6932753661732,"Europe & Central Asia","High income",17.1073,48.1484
"1134","SVK","2021","Slovak Republic",51.3014020480061,48.6985979519939,"Europe & Central Asia","High income",17.1073,48.1484
"1135","SVN","2015","Slovenia",50.3065132804718,49.6934867195282,"Europe & Central Asia","High income",14.5044,46.0546
"1136","SVN","2016","Slovenia",50.288423757536,49.711576242464,"Europe & Central Asia","High income",14.5044,46.0546
"1137","SVN","2017","Slovenia",50.2675550653898,49.7324449346102,"Europe & Central Asia","High income",14.5044,46.0546
"1138","SVN","2018","Slovenia",50.2452070327013,49.7547929672987,"Europe & Central Asia","High income",14.5044,46.0546
"1139","SVN","2019","Slovenia",50.2233656972252,49.7766343027748,"Europe & Central Asia","High income",14.5044,46.0546
"1140","SVN","2020","Slovenia",50.2037584682905,49.7962415317096,"Europe & Central Asia","High income",14.5044,46.0546
"1141","SVN","2021","Slovenia",50.1862922573137,49.8137077426863,"Europe & Central Asia","High income",14.5044,46.0546
"1142","SWE","2015","Sweden",50.0165745873327,49.9834254126673,"Europe & Central Asia","High income",18.0645,59.3327
"1143","SWE","2016","Sweden",49.9902348545441,50.0097651454559,"Europe & Central Asia","High income",18.0645,59.3327
"1144","SWE","2017","Sweden",49.9668396282848,50.0331603717152,"Europe & Central Asia","High income",18.0645,59.3327
"1145","SWE","2018","Sweden",49.9457761669857,50.0542238330143,"Europe & Central Asia","High income",18.0645,59.3327
"1146","SWE","2019","Sweden",49.9262533713563,50.0737466286437,"Europe & Central Asia","High income",18.0645,59.3327
"1147","SWE","2020","Sweden",49.9077953158991,50.0922046841009,"Europe & Central Asia","High income",18.0645,59.3327
"1148","SWE","2021","Sweden",49.8900755391722,50.1099244608278,"Europe & Central Asia","High income",18.0645,59.3327
"1149","SWZ","2015","Eswatini",51.7924201884355,48.2075798115645,"Sub-Saharan Africa","Lower middle income",31.4659,-26.5225
"1150","SWZ","2016","Eswatini",51.5619473713503,48.4380526286497,"Sub-Saharan Africa","Lower middle income",31.4659,-26.5225
"1151","SWZ","2017","Eswatini",51.3447628395246,48.6552371604754,"Sub-Saharan Africa","Lower middle income",31.4659,-26.5225
"1152","SWZ","2018","Eswatini",51.1489306276479,48.8510693723521,"Sub-Saharan Africa","Lower middle income",31.4659,-26.5225
"1153","SWZ","2019","Eswatini",50.9821597323655,49.0178402676345,"Sub-Saharan Africa","Lower middle income",31.4659,-26.5225
"1154","SWZ","2020","Eswatini",50.848673118628,49.1513268813719,"Sub-Saharan Africa","Lower middle income",31.4659,-26.5225
"1155","SWZ","2021","Eswatini",50.7536449701416,49.2463550298584,"Sub-Saharan Africa","Lower middle income",31.4659,-26.5225
"1156","SYC","2015","Seychelles",48.540234362662,51.459765637338,"Sub-Saharan Africa","High income",55.4466,-4.6309
"1157","SYC","2016","Seychelles",48.5900262247809,51.4099737752192,"Sub-Saharan Africa","High income",55.4466,-4.6309
"1158","SYC","2017","Seychelles",48.6247381194383,51.3752618805617,"Sub-Saharan Africa","High income",55.4466,-4.6309
"1159","SYC","2018","Seychelles",48.6549117350197,51.3450882649803,"Sub-Saharan Africa","High income",55.4466,-4.6309
"1160","SYC","2019","Seychelles",48.6735351592474,51.3264648407526,"Sub-Saharan Africa","High income",55.4466,-4.6309
"1161","SYC","2020","Seychelles",48.7095790115924,51.2904209884076,"Sub-Saharan Africa","High income",55.4466,-4.6309
"1162","SYC","2021","Seychelles",48.7473460721868,51.2526539278132,"Sub-Saharan Africa","High income",55.4466,-4.6309
"1163","SYR","2015","Syrian Arab Republic",49.6262101254453,50.3737898745547,"Middle East & North Africa","Low income",36.3119,33.5146
"1164","SYR","2016","Syrian Arab Republic",49.6746770373959,50.3253229626041,"Middle East & North Africa","Low income",36.3119,33.5146
"1165","SYR","2017","Syrian Arab Republic",49.7397089286181,50.2602910713819,"Middle East & North Africa","Low income",36.3119,33.5146
"1166","SYR","2018","Syrian Arab Republic",49.8142113613984,50.1857886386016,"Middle East & North Africa","Low income",36.3119,33.5146
"1167","SYR","2019","Syrian Arab Republic",49.8858591134503,50.1141408865497,"Middle East & North Africa","Low income",36.3119,33.5146
"1168","SYR","2020","Syrian Arab Republic",49.9443649458417,50.0556350541583,"Middle East & North Africa","Low income",36.3119,33.5146
"1169","SYR","2021","Syrian Arab Republic",49.9859923316771,50.0140076683229,"Middle East & North Africa","Low income",36.3119,33.5146
"1170","TCD","2015","Chad",50.0974525424225,49.9025474575775,"Sub-Saharan Africa","Low income",15.0445,12.1048
"1171","TCD","2016","Chad",50.093354753971,49.906645246029,"Sub-Saharan Africa","Low income",15.0445,12.1048
"1172","TCD","2017","Chad",50.0890837911052,49.9109162088949,"Sub-Saharan Africa","Low income",15.0445,12.1048
"1173","TCD","2018","Chad",50.0848994170785,49.9151005829215,"Sub-Saharan Africa","Low income",15.0445,12.1048
"1174","TCD","2019","Chad",50.0810127020442,49.9189872979558,"Sub-Saharan Africa","Low income",15.0445,12.1048
"1175","TCD","2020","Chad",50.077679346937,49.922320653063,"Sub-Saharan Africa","Low income",15.0445,12.1048
"1176","TCD","2021","Chad",50.0749187776401,49.9250812223599,"Sub-Saharan Africa","Low income",15.0445,12.1048
"1177","TGO","2015","Togo",50.3130205231019,49.6869794768981,"Sub-Saharan Africa","Low income",1.2255,6.1228
"1178","TGO","2016","Togo",50.2979779364768,49.7020220635232,"Sub-Saharan Africa","Low income",1.2255,6.1228
"1179","TGO","2017","Togo",50.2828741688615,49.7171258311385,"Sub-Saharan Africa","Low income",1.2255,6.1228
"1180","TGO","2018","Togo",50.2680472221465,49.7319527778535,"Sub-Saharan Africa","Low income",1.2255,6.1228
"1181","TGO","2019","Togo",50.2540533030023,49.7459466969977,"Sub-Saharan Africa","Low income",1.2255,6.1228
"1182","TGO","2020","Togo",50.2411539344709,49.7588460655291,"Sub-Saharan Africa","Low income",1.2255,6.1228
"1183","TGO","2021","Togo",50.2294697414865,49.7705302585135,"Sub-Saharan Africa","Low income",1.2255,6.1228
"1184","THA","2015","Thailand",51.1610231892913,48.8389768107087,"East Asia & Pacific","Upper middle income",100.521,13.7308
"1185","THA","2016","Thailand",51.1965199212606,48.8034800787394,"East Asia & Pacific","Upper middle income",100.521,13.7308
"1186","THA","2017","Thailand",51.2326033169543,48.7673966830457,"East Asia & Pacific","Upper middle income",100.521,13.7308
"1187","THA","2018","Thailand",51.2687046149695,48.7312953850305,"East Asia & Pacific","Upper middle income",100.521,13.7308
"1188","THA","2019","Thailand",51.3040386693506,48.6959613306494,"East Asia & Pacific","Upper middle income",100.521,13.7308
"1189","THA","2020","Thailand",51.3380075850454,48.6619924149546,"East Asia & Pacific","Upper middle income",100.521,13.7308
"1190","THA","2021","Thailand",51.3704194905783,48.6295805094217,"East Asia & Pacific","Upper middle income",100.521,13.7308
"1191","TJK","2015","Tajikistan",49.5466475767324,50.4533524232676,"Europe & Central Asia","Low income",68.7864,38.5878
"1192","TJK","2016","Tajikistan",49.5573940319095,50.4426059680905,"Europe & Central Asia","Low income",68.7864,38.5878
"1193","TJK","2017","Tajikistan",49.5700243348457,50.4299756651543,"Europe & Central Asia","Low income",68.7864,38.5878
"1194","TJK","2018","Tajikistan",49.5838354386136,50.4161645613864,"Europe & Central Asia","Low income",68.7864,38.5878
"1195","TJK","2019","Tajikistan",49.5983112583243,50.4016887416757,"Europe & Central Asia","Low income",68.7864,38.5878
"1196","TJK","2020","Tajikistan",49.6129336789953,50.3870663210047,"Europe & Central Asia","Low income",68.7864,38.5878
"1197","TJK","2021","Tajikistan",49.6273959254843,50.3726040745157,"Europe & Central Asia","Low income",68.7864,38.5878
"1198","TKM","2015","Turkmenistan",50.7649476226097,49.2350523773903,"Europe & Central Asia","Upper middle income",58.3794,37.9509
"1199","TKM","2016","Turkmenistan",50.7611387526533,49.2388612473467,"Europe & Central Asia","Upper middle income",58.3794,37.9509
"1200","TKM","2017","Turkmenistan",50.7598476952557,49.2401523047443,"Europe & Central Asia","Upper middle income",58.3794,37.9509
"1201","TKM","2018","Turkmenistan",50.7607374042498,49.2392625957502,"Europe & Central Asia","Upper middle income",58.3794,37.9509
"1202","TKM","2019","Turkmenistan",50.763350428317,49.236649571683,"Europe & Central Asia","Upper middle income",58.3794,37.9509
"1203","TKM","2020","Turkmenistan",50.7674028346327,49.2325971653673,"Europe & Central Asia","Upper middle income",58.3794,37.9509
"1204","TKM","2021","Turkmenistan",50.7728018597131,49.2271981402869,"Europe & Central Asia","Upper middle income",58.3794,37.9509
"1205","TLS","2015","Timor-Leste",49.448964886558,50.551035113442,"East Asia & Pacific","Lower middle income",125.567,-8.56667
"1206","TLS","2016","Timor-Leste",49.4510325279733,50.5489674720267,"East Asia & Pacific","Lower middle income",125.567,-8.56667
"1207","TLS","2017","Timor-Leste",49.4547399578527,50.5452600421473,"East Asia & Pacific","Lower middle income",125.567,-8.56667
"1208","TLS","2018","Timor-Leste",49.4584672410734,50.5415327589266,"East Asia & Pacific","Lower middle income",125.567,-8.56667
"1209","TLS","2019","Timor-Leste",49.4627722098491,50.537227790151,"East Asia & Pacific","Lower middle income",125.567,-8.56667
"1210","TLS","2020","Timor-Leste",49.4674775227124,50.5325224772876,"East Asia & Pacific","Lower middle income",125.567,-8.56667
"1211","TLS","2021","Timor-Leste",49.4720863175519,50.5279136824481,"East Asia & Pacific","Lower middle income",125.567,-8.56667
"1212","TON","2015","Tonga",50.0168684262751,49.9831315737249,"East Asia & Pacific","Upper middle income",-175.216,-21.136
"1213","TON","2016","Tonga",50.0173022354488,49.9826977645512,"East Asia & Pacific","Upper middle income",-175.216,-21.136
"1214","TON","2017","Tonga",50.0039214917355,49.9960785082645,"East Asia & Pacific","Upper middle income",-175.216,-21.136
"1215","TON","2018","Tonga",49.9869184778922,50.0130815221078,"East Asia & Pacific","Upper middle income",-175.216,-21.136
"1216","TON","2019","Tonga",49.9641138023101,50.0358861976899,"East Asia & Pacific","Upper middle income",-175.216,-21.136
"1217","TON","2020","Tonga",49.9474914141366,50.0525085858634,"East Asia & Pacific","Upper middle income",-175.216,-21.136
